Cluster ID,Issue,Country
1,improve electrical system,USA
1,they should have left the green plastic tags on the carpet on the floor mat.,USA
1,fix the rattles,USA
1,fix the brakes,USA
1,"brakes are horrid, they squeak constantly and have worn down 50% in 5000 miles.",USA
1,fix the noise,USA
1,fix the flat tire issue,USA
1,fix the system so it says things are there and they aren't.,USA
1,fix the truck so it doesn't jump forward at idle speed.,USA
1,fix the bluetooth connection issues,USA
1,airflow for the passenger or body level is extremely moderate.,USA
1,fix the entertainment system,USA
1,fix the panel that goes across the car at the bottom of the doors.,USA
1,"there is not enough room in rear seats, too tight of space, i would say",USA
1,fix the broken door speaker cover,USA
1,fix the constant disconnect and reconnect with iphone when on calls.,USA
1,fix the bluetooth dropping off issue,USA
1,fix the chip above the door handle,USA
1,noise reduction,USA
1,give a medium massage,USA
1,fix the gear shift,USA
1,radio sound system is not ckear,USA
1,radio is not clear - very hard to hear it,USA
1,fix the glare in the side exterior mirrors,USA
1,rear seats should lie flat,USA
1,improve the availability of windscreens,USA
1,the vehicle should drive in the middle of the lane,USA
1,siri should be modeled for land rover.,USA
1,reduce rattles,USA
1,reduce squeaks and rattles,USA
1,seats should move forward back to get into,USA
1,fix the paneling and rear bumper,USA
1,air intensity(air speed) is too low and temp is not cold enough.,USA
1,fix the issue,USA
1,fix the passenger front door,USA
1,fix the engine light,USA
1,reduce wind noise,USA
1,"the parking sensors are overly unresponsive. you can get very close to an object before a warning is displayed, if a warning comes at all.",USA
1,add a light in the side mirror,USA
1,paint correction,USA
1,fix the trim alignment on the passenger side.,USA
1,fix the battery draining issue,USA
1,fix the problem of the air conditioner not getting cold.,USA
1,improve the wind noise,USA
1,fix the falling off rubber strips on both front doors,USA
1,fix the door,USA
1,improve delivery,USA
1,sara should have explained the features,USA
1,fix the pairing issue,USA
1,noises over bumps can be reduced by reducing the bumps,USA
1,add a running board that helps getting in and out,USA
1,add more preset channels,USA
1,dealer should come to discuss the features in detail at my home,USA
1,the automatic sidesteps should be working properly.,USA
1,fix the gap in the wheel well panel,USA
1,lane keeping should be more stable,USA
1,fix the connection with t-mobile,USA
1,knob controls,USA
1,the seats should fold flat.,USA
1,i was stranded for over 2 hours. eventually it had to be towed,USA
1,have to input some features,USA
1,improvement: front heating/cooling,USA
1,sprays out the detergent from the hood,USA
1,it should lower automatically,USA
1,fix the bug that doesnt allow me to voice to text in imessages using siri.,USA
1,fix the transmission issue light,USA
1,it will blast hot air randomly while air conditioning is on.,USA
1,fix the problem,USA
1,fix the start/stop button,USA
1,disscoloration on the leather from blue jeans.,USA
2,fix the door panels so they don't pop off,USA
2,fix the connectivity issue,USA
2,fix the trim,USA
2,fix the rattle,USA
2,"it just seems smaller in the back than my 2019 rr. i do have the tv screens, so perhaps that is the problem. it feels claustrophobic. i would say",USA
2,the fan should stop running after the ignition is turned off.,USA
2,there was a issue with the charging port when we first received the rr,USA
2,none,USA
2,there is a pretty big blind spot when looking over the passenger to the right side,USA
2,leave the knobs,USA
2,fix the door,USA
2,auto setting should adjust temp automatically,USA
2,fix the vibration issue,USA
2,fix the engine and cel,USA
2,fix the menu,USA
2,cameras break,USA
2,camera gets cloudy of breaks. has happened a few times.,USA
2,fix the annoying gremlin,USA
2,improvement: add more power,USA
2,pixel dimming,USA
2,reduce airflow during calls,USA
2,shifting to reverse takes too long in general.,USA
2,cooked box not working after 1k miles,USA
2,the system should default to the radio and navigation app,USA
2,when vehicle loses cellular connection (regularly) app is useless,USA
2,the charging port should be able to handle the heat and the smell of burning.,USA
2,bluetooth interruptions,USA
2,it wont fit luggage for 4,USA
2,fix the screen freezing issue,USA
2,fix the issue,USA
2,fix the charging issue,USA
2,waze is a great app for navigation.,USA
2,"calls drop due to wi-fi loss, cannot reconnect.",USA
2,the full-sized suv is no longer big enough to use for the purposes i have used them since 1996.,USA
2,add storage for sunglasses,USA
2,the vents are too high and too small to have adequate air flowing throughout the front of the cabin.,USA
2,"remote start causes engine warning light to come on, dealer still 'working' on it.... vehicle is not ready for primetime",USA
2,the lift gate interior cover pulled up on the first time we put in luggage. the cover no longer folds. sticks up unless manually placed down. scheduled to repair end of month.,USA
2,add more cup holders,USA
2,fix the crackling noise,USA
2,fix the kick motion to open the rear tailgate,USA
2,seats fold down flat,USA
2,fix connectivity issues,USA
2,add a camera that can be seen from the right side,USA
2,"improvement: more storage in back, more friendly to large dogs, tire changing tools and tow hook should not be behind the spare tire, rear hatch should have rounded corners, not sharp corners that are very dangerous for people when walking around the open hatch back!!",USA
2,make the rear seats easier to raise and lower,USA
2,airflow controls should be easier to understand,USA
2,make it easier to reach,USA
2,make it easier to get back to manual parking,USA
2,make it easier to store items in the center console,USA
2,make it easier to program,USA
2,make it easier to use the touchscreen,USA
2,make it easier to use android auto,USA
2,the rear door should be easier to open,USA
2,make it easier to walk away,USA
2,make it easier to get to customer care,USA
2,make it easier to adjust,USA
2,make it easier to figure out how it all works,USA
2,improvement: make it easier to get to dealer,USA
2,make it easier to pair phone,USA
2,make it easier to get out of the car,USA
2,make it easier to understand,USA
2,make it easier to program,USA
2,improvement: make it easier to turn on the ac,USA
2,make it easier to navigate,USA
2,fix the door panel and make it easier to start up,USA
2,make it easier to set up,USA
2,make it easier to turn on,USA
2,make it easier to access the massage setting,USA
2,make it easier to start and stop,USA
2,make it easier to use while driving,USA
2,knob or switch would be much easier and quicker to use,USA
2,make the info system easier to use,USA
2,fix the seat lock issue,USA
2,fix the seat lock issue,USA
2,fix the seat lock issue,USA
2,fix the seat lock issue,USA
2,add 2nd user to account dedicated to each respective owners key that would adjust seat,USA
2,i can not fold the second row over to third row,USA
2,"the 2nd row tilting feature doesn't work on the drivers side and the passenger side works periodically. with a family of 6, having accessibility to the 3rd row is very important to me. my kids have to climb over the seats in order to get into the 3rd row, which is ridiculous.",USA
2,fix the second row seat movement to access the third row.,USA
2,fix the second row seat movement to access the third row.,USA
2,the front seat lumbar should be able to go back futher so it doesn't stick out as much.,USA
2,the automatic second row seat movement to access third row does not work properly. it is very inconsistent and poor design. i would rather have a manual pull to move the second row to access the third row. it never works correctly. it also takes forever for it to work when it does.,USA
2,fix the 2nd row mechanism for the seat to move forward for a passenger to get to the 3rd row,USA
2,3rd row access is broken. has never worked. attempts to repair unsuccessful. no hope in sight and given no hope of resolution by customer service.,USA
2,3rd row access via the 2nd is broken since day 1 of ownership without any resolution. i’ve attempted to have the dealer repair multiple times there is still no resolution.,USA
2,seats should open to let people in third row,USA
2,"the automatic recline function on the second row has broken repeatedly in the very few months since i bought the car. this has made the use of my vehicle consistently, disappointing.",USA
2,fix the problem of the 3rd row access,USA
2,i would say make the second row seats more comfortable,USA
2,"the middle seat in my range rover, has completely stopped working and is now permanently stuck in place.",USA
2,air still blows out of 2 row vents even in off position,USA
2,the passenger side 2nd row seat doesn’t lock in place when it re-engages which is a challenge,USA
2,the middle seats should fold down to allow access to the rear seats.,USA
2,"2nd row will go down from the middle controls, at one point they wouldn't go down at all, front drivers seat was also pushed forward becasue us this making it unsafe to drive.",USA
2,fix the passenger side rear seat folding down.,USA
2,3rd row design is bad. the controls are where a passenger might place their hand while getting into second row seats. it causes 2nd row to collapse trapping my 94 year old mother inside. controls should be placed elsewher. second row should have walk thru bucket seat to get to 3rd row. having to remove cargo mat then collapse 2nd row is a real hassle to access 3rd row. i’m trading this vehicle for a 5 seater instead. 3rd row is very poorly designed,USA
2,"the system inside is way too complicated and inconsistent, also i did not ask for the the 2 screens in the back seat they are a terrible design and make people feel claustrophobic in the back seat as they jut our way too far. i really would like them removed from the seats.",USA
2,massage seat should turn off automatically,USA
2,the rear seat entertainment should be set up by the service or sales department.,USA
2,fix the seat,USA
2,tv screens should be in the way of the second row passengers,USA
2,the rear seat system should be imbedded in the headrest. takes up too much room,USA
2,door storage could be larger,USA
2,keyless doesn’t always work,USA
2,the auto locking feature locks my doors when the car is in the garage. i had to turn this feature off and now don’t get the auto unlocking when i approach. i’m back to pushing the button to unlock my doors - very inconvenient,USA
2,the self-parking system should be able to work in a smaller space.,USA
2,make sure the doors unlock when you try to unlock it,USA
3,push button on door handle often does not operate,USA
3,i can be close to the vehicle and the doors i would say,USA
3,space on the side door,USA
3,door unlocks when you approach the car,USA
3,the doors unlock when approaching the vehicle with the key fob regularly. only works 1/3 of the time i would say,USA
3,the privacy blind rattles and squeaks very frequently at any speed / time. i remove it when i do not have things in the trunk because it is very annoying.,USA
3,"proximity, sometimes work sometimes doesn’t pushing the button doesn’t open it so i have to get the key fob out and hit unlock to get the doorhandles to pop out",USA
3,the door handles should be able to be unlocked with the key fob.,USA
3,speed/tach are switched from prior years.,USA
3,there should be storage space in the console,USA
3,door storage spaces should be reintroduced,USA
3,fix the key fob issue,USA
3,allow unlocking when you touch the door handle button,USA
3,unlock when i am near vehicle,USA
3,the leather across door panels has stains and imperfections .,USA
3,"car does not recognize key every time, about 2 out 10 times only , always have to press the unlock button on key fab",USA
3,"it recognizes the key half the time, other times i have press unlock for handles to come out to open",USA
3,fix the inconsistent approach to unlock and walk away to lock.,USA
3,the interior door locks should stay out when the door is opened.,USA
3,"directions etc aren't clear. cars in this price range, such as bmw’s have much clearer augmented reality head up displays.",USA
3,voice commands should work all the time,USA
3,brakes should not lock when parked for a period,USA
3,"having key in one hand and using other hand to unlock the door , waiting for doors to unlock while standing next to the car. doesnt work if key is in pocket , or handbag.",USA
3,panels should be fully attached to the door,USA
3,"the issue was the main computer of the operating system on day 2 of owning, paretti land rover of new orleans went above and beyond to get warranty work completed in extremely fast time. i am in no way disappointed in either product or dealership as electronic things are not always perfect i would say",USA
3,fix the intermittent key fob,USA
3,key fob works intermittently when try to unlock doors. when i am standing next to driver side door and push the button on door handle to open the lock nothing happens. i have to take key fob out of my bag and hold it right next to door lock for it to work. key fobs are brand new and not a battery issue. it should not be this difficult to unlock the doors. why is this so complicated for a basic task?,USA
3,the key fob doesn't open when you are walking upto the car most times.,USA
3,drivers inside door handle would not operate.@ 800miles total driven...so i was trapped..........we traded for mercedes maybach immediately,USA
3,"gearbox at low speed around town cannot decide which gear to choose so ""lurches"" trying to work it out, my last range rover a 2013 v8 never had this issue",USA
3,door lock buttons are in a poor location and opening the doors with my finger does not always work and sometimes i am required to use key fob to enter which is very annoying,USA
3,it doesn’t lock or unlock when i approach or leaving vehicle,USA
3,ac should work,USA
3,radio should not turn on and off randomly. doors should not lock and unlock randomly.,USA
3,"when button is pressed and then the brakes a pressed, the engine never starts the first time. i have to release the brake and then quickly press again while pressing the button.",USA
3,there use to be a place to put your sunglasses in the door that no longer exists,USA
3,climate controls should be more accessible. system does not operate properly in automatic mode. system must be set 4 to 5 degrees below your desired temp. when cooling and fan doesn’t adjust to the cooling required.,USA
3,key fob isn’t recognized when i walk up to vehicle to open door,USA
3,"the fan setting is not intuitive at all, in fact it is maddening, and the vehicle does not seem to get very cool on hot days.",USA
3,1. update the processor of the system. it lags. should never be slower than an ipad. unacceptable for the price tag of the car. 2. ui design is terrible. adding the climate controls in a lagging system is dangerous and bad user experience.,USA
3,screen automatic dimming does not work at all. i have to adjust manually.,USA
3,"brakes had excessive fade, no worries on my end. i have the tpms warning light come on intermittently we can’t catch and also 3 back up cameras. i cannot say enough how awesome the product is. i have bought 2 range rover’s recently and i have a 3rd one on order. just a few headaches to work out. my dealer is amazing as well!",USA
3,"approach to lock/unlock works very sporadically. car also frequently can't find the key when inside. have gone to service, owned a '23 and '24, they both work this way. poor design. never an issue in prior gen. further compounded by the fact that the handles aren't out, so you keep pressing the button on the door handle since the approach to unlock didn't work and it still doesn't, so then you have to grab the fob.",USA
3,illuminate the interior door lock/unlock,USA
3,horizontal storage on the door,USA
3,"handles pop out automatically at least half the time, so then you press the button on the door, which still doesn't work, then have to find the fob. major step backwards. flush door handles are not worth the headache they introduced.",USA
3,the keyless remote system doesn’t always open doors. need to use manually sporadically.,USA
3,"the lock/unlock controls on the handles are too far down to see clearly, even when eyes are off the road. extremely poor location, and the handles are awkward to open, as well, due to location.",USA
3,rear soft close door doesnt operate at all,USA
3,rear cargo shelf could be more out of the way when not needed rather than having to remove it all together,USA
4,infotainment screen should be integrated with the dash,USA
4,"the steering assist feature fails in snowy conditions when the forward-facing camera in the center of the front bumper gets covered in snow. while one can stop the vehicle and manually clear the snow, it is inconvenient and possibly dangerous on some roads. further, manually clearing the camera will only provide a few minutes of system usage before it is covered by snow again. a separate issue is that the system doesn't keep the vehicle in the center of its lane. rather, the system allows the vehicle to drift back and forth within the lane correcting the vehicle's position just as it is about to exit a lane marker on either the right or the left. on one occasion, the",USA
4,the system should react faster when vehicles are overtaking my vehicle on the left (driver's side us).,USA
4,improve the adaptive cruise control to work in snowy conditions,USA
4,seats should be able to move and carry passengers,USA
4,it should be able to connect after 50 times trying,USA
4,lumbar support should be able to go further back and not have a huge bump.,USA
4,the volume control slide button on the infotainment center is far from the driver. the roller control on the steering wheel is too slow for adjusting quickly. and i haven't been able to find a mute function. my last few vehicles allow muting the audio by pushing down on the roller control on the steering wheel.,USA
4,"buttons on steering wheel, don’t always change the station must be pushed perfectly with pressure to get it to change the station.",USA
4,screen control is awful for vents. unsafe!,USA
4,the vents should be stronger on the driver's side.,USA
4,allow max charge limits. allow save min charge option in ev mode.,USA
4,glue from someone's fingers were on the center console.,USA
4,camera should be able to see things that aren't there,USA
4,it should be instantly available to adjust climate control,USA
4,wipe auto function not working. does not adjust for density of rain. does not stop when no rain.,USA
4,make the cruise control more sensitive,USA
4,have everything on screen but only the most important things,USA
4,the steering intervention should follow the center line.,USA
4,fold the seats from the control screen,USA
4,head rests should be able to go back further,USA
4,"when you reach the desired temperature, the fan speed doesn’t seem to slow down.",USA
4,climate controls should always be available. burying them in the touch screen is not ideal when driving.,USA
4,replace the climate control knobs with buttons,USA
4,the calibration seems to be off. the lane assist continuously moves the steering wheel slightly left then slightly right as if it detects the road markings constantly. even when driving in the middle of a lane. it never stops. so we cannot use this feature.,USA
4,replace the knob / dial with a touch screen,USA
4,add an option to disable the adaptive cruise control,USA
4,"the passenger's side windshield wiper crosses over and stops right in the line of sight of the driver. so when it is raining or snowing, the wiper mark where it stops allows the water to cling to the windshield which makes a diagonal line right across the driver's view.",USA
4,"the entire incontrol system is still slow. while much improved from the 2021 version, it remains slow, particularly when first starting the car. the parking assist system and cameras are constantly catching up!! argh",USA
4,"it is a big screen, which is nice, but a drawback of having to touch it to do everything is that one has to touch it a lot so it gets dirty with lots of finger prints, etc. maybe put back a few of the switches and buttons!!??",USA
5,knobs were safer and better,USA
5,i would like to see a better gas mileage,USA
5,"it’s usually after cold start. when reverse is selected, car doesn’t seem to switch from park to reverse requiring harder depress of the gas pedal resulting in it popping out of park.",USA
5,"improve the car to stop abruptly like it hit something when there was nothing around - no car, no ppl, no building, nothing.",USA
5,i would like to see a navigation system that is more accurate than waze,USA
5,get better gas mileage,USA
5,the charging pad is very sensitive to the precise location of the phone. will often take a number of repositioning before the phone will charge.,USA
5,bluetooth pairing (apple carplay) frequently drops out for no apparent reason. i use apple carplay all of the times so this is very annoying.,USA
5,bluetooth pairing of apple carplay frequently drops out for no apparent reason.,USA
5,fix the phone so it doesn't heat up,USA
5,the car should lower to access height when i reached home,USA
5,improvement: provide a loaner car while i wait for repairs,USA
5,make sure the car is always connected to the phone and apple carplay,USA
5,it almost never recognizes my iphone 16 with no case on it - never charges the phone,USA
5,"apple carplay and different phones, keys, working, not working total disaster and so annoying to constantly deal with those issues",USA
5,the placement also makes the iphone hot when charging and outdoor temps are hot. then the phone has to cool down before connecting through apple car play so i can use navigation. i switched to using the usb to lightning plug ins under the drink cup holder and close to the refrigerator to keep my range rover phone.......it stays cooler and charges better than the pad.,USA
5,improve the car so that it doesn't over correct,USA
5,deliver the car clean and follow up after the sale,USA
5,radio should turn itself off when you leave the car.,USA
5,the rear door lower panel has a tear or break in it. we have no idea how this could occur. we have barely used the car,USA
5,the windscreen glass allows too much heat in and the airflow in the car cannot keep up with it,USA
5,"keeps phone overheated, barely charges devices and is slow to charge.",USA
5,fix the car play issue,USA
5,fix the phone connection with the car drops frequently if connected via bluetooth using apple play.,USA
5,charges phone faster,USA
5,apple car play should be more consistent,USA
5,fix streaming services don’t stay connected due to vehicle losing cellular connectivity. system must be rebooted regularly.,USA
5,fix streaming services don’t stay connected due to vehicle losing cellular connectivity. system must be rebooted regularly.,USA
5,system regularly defaults to carplay when i don’t want it to,USA
5,can’t start/stop car or open/close windows,USA
5,fix streaming services don’t stay connected due to vehicle losing cellular connectivity. system must be rebooted regularly.,USA
5,"adjusting the temperature is difficult and requires eyes off of the road. apparently, there is no memory from the last time the car's climate system was operated -- it has to be readjusted each time the car is started. the vents are poorly located. my climate is usually above 75 degrees f and very humid, so ac is extremely important, and this one is terrible.",USA
5,fix the carplay continually disconnects and reconnects.,USA
5,"wireless connectivity is an issue and intermittent. frustrating. i have not yet tested doing it with a cable, but will soon. i would like to be able to more easily switch between apple car play and incontrol. thanks.",USA
5,improvement: make the trunk more usable,USA
5,improvement: make it less annoying,USA
5,make it more stable,USA
5,make the seat lower,USA
5,make seats warmer,USA
5,make the buttons work,USA
5,make the seat belts looser,USA
5,make the survey shorter,USA
5,improvement: make the seats fold and do the bunny hop as its supposed to,USA
5,improvement: make sure the buttons work properly,USA
5,make the lumber support firmer,USA
5,make it faster,USA
5,make it so it doesn't happen when there is no passenger,USA
5,make sure the electrical system is reliable,USA
5,make it work,USA
5,make sure the car is safe,USA
5,improvement: front doors,USA
5,make the handles extend when you are standing next to the vehicle,USA
5,make it wider,USA
5,make it more comfortable,USA
5,make the seat cooling more effective,USA
5,make the mirror larger,USA
5,make sure the rear bumper panel is fixed,USA
5,make the screens wireless,USA
5,make it go down,USA
5,make calls without issue,USA
5,the charging pad can make the phone very hot as well.,USA
5,make the doors open with my finger,USA
5,improvement: make it simple,USA
5,make it so it stops when it is in reverse,USA
5,improvement: make it more understandable,USA
5,improvement: make the screens smaller,USA
5,improvement: make it more comfortable,USA
5,improvement: make it more comfortable,USA
5,improvement: make the car taller,USA
5,improvement: make the car more durable,USA
5,make the phone stay on the wireless charger when driving,USA
5,make the menus simpler,USA
5,make it more spacious,USA
5,improvement: make it come in,USA
5,make the rear wheels closer to the center of the car,USA
5,make it quieter,USA
5,make sure the headlights are aligned with the bumper,USA
5,make it more efficient,USA
5,make it quieter,USA
5,make it more comfortable,USA
5,make it more comfortable,USA
5,make the infotainment system ready to go after a night of charging,USA
5,make sure you have a good signal,USA
5,make it more comfortable,USA
5,improvement: make it more comfortable,USA
5,make it simpler,USA
5,make the brakes quieter,USA
5,make the vehicle lower,USA
